# 코워크 10차 통합본(2026-09-22) clips — 클립 단위 통째 교체
# 손으로 적지 않았다. 코워크_10차_통합본_20260922.json 의 clips 에서 뽑았다.
# ★33·34·35(하객 서약)은 뺐다 — 2026-09-20 사장님 지시로 폐지한 갈래다([ASK_RETIRED]).
#   「그부분 삭제하자 않될거같아 ai성우라서 한계가잇어 자연스럽지못해」
#   제거 지시 보존 규칙: 되살리지 않고 사장님께 올린다.
# ★43_parents-letter 는 뺐다 — 10차가 48«문장»으로 쪼갰는데 생성기는 9«문단»이다.
#   문단 나눔에 뜻이 있고(「하나, 갖출 것은…」 번호 매긴 절), 같은 글이 고객 화면
#   parents.html 에도 있어 화면과 낭독이 함께 가야 한다. 따로 본다.
# ★폐지 클립(empty)도 뺐다 — RETIRED 로 다루는 일이지 문면 교체가 아니다.
30_declare-1-solemn	우성	오늘 두 사람은, 이 자리에 계신 모든 분을 증인으로 서로의 평생이 되었습니다. 이제 두 사람은 부부입니다. 두 사람의 앞날을 큰 박수로 축복해 주시기 바랍니다.	오늘 두 사람은, 이 자리에 계신 모든 분을 증인으로, 서로의 평생이 되었습니다. 이제 두 사람은 부부입니다. 하객 여러분, 두 사람의 앞날을 큰 박수로 축복해 주시면 감사하겠습니다.
31_declare-2-warm	우성	오늘 두 사람은 서로에게 하나뿐인 사람이 되었습니다. 이 자리에 계신 모든 분이 증인입니다. 이제 두 사람은 부부입니다. 큰 박수로 축하해 주시기 바랍니다.	오늘 두 사람은, 서로에게 하나뿐인 사람이 되었습니다. 이제 두 사람은 부부입니다. 하객 여러분, 큰 박수로 답해 주시면 감사하겠습니다.
32_declare-family	우성	오늘, 신랑 신부는 이 자리에 함께한 우리 모두를 증인으로 서로의 평생이 되었습니다. 이 약속은 오늘부터 두 사람의 것입니다. 이제 두 사람은 부부입니다. 한 분도 빠짐없이, 큰 박수를 보내 주시기 바랍니다.	신랑 신부는, 이 자리에 함께한 우리 모두를 증인으로, 서로의 평생이 되었습니다. 이로써 두 사람의 성혼을 선언합니다.
40_toast-toast	우성	모두의 축하를 담아, 축배를 들겠습니다. 앞에 놓인 잔을 들어 주십시오. 제 말 끝에 위하여, 하면 다 함께 위하여, 하고 답해 주시면 됩니다. 두 사람의 새로운 시작을 위하여!	이제 우리 다 같이, 잔을 들어요. 제가 위하여, 하면 다 함께 위하여, 하고 답해 주세요. 두 사람의 새로운 시작을 위하여!
76_toast-both-b	우성	다음은 축배입니다. 먼저 두 분께 잔을 전해 드리는 동안, 하객 여러분께서도 잔을 들어 주시기 바랍니다. 제 말 끝에 위하여, 하면 다 함께 위하여, 하고 답해 주시면 됩니다. 두 사람의 새로운 시작을 위하여!	다음은 축배입니다. 두 사람에게 잔이 가는 동안, 우리도 다 같이 잔을 들어요. 제가 위하여, 하면 다 함께 위하여, 하고 답해 주세요. 두 사람의 새로운 시작을 위하여!
41_toast-cake	우성	케이크 앞에 두 사람이 섰습니다. 두 분, 나이프를 함께 잡아 주세요. 함께 자르면, 큰 박수 부탁드립니다.	케이크가 준비되어 있습니다. 두 분, 나이프를 함께 잡아 주세요. 서두르실 것 없습니다. 자르고 나면, 큰 박수 부탁드립니다.
42_toast-both	우성	케이크 앞에 두 사람이 섰습니다. 두 분, 나이프를 함께 잡아 주세요. 함께 자르면, 큰 박수 부탁드립니다.	케이크가 준비되어 있습니다. 두 분, 나이프를 함께 잡아 주세요. 서두르실 것 없습니다. 자르고 나면, 큰 박수 부탁드립니다.
56_narr-toast-out	우성	잔은 편히 내려놓으셔도 좋습니다.	잔은 편하게 내려놓으세요.
77_narr-cake-out	우성	두 사람이 함께 해낸 첫 번째 일이었습니다. 나이프는 그대로 두셔도 좋습니다.	두 사람이 함께 해낸 첫 번째 일이었습니다. 나이프는 그 자리에 놓으시면 됩니다.
87_narr-toast-none	우성	오늘은 축사를 따로 두지 않았습니다. 여기 계신 분들이 이미 두 사람을 잘 아십니다.	축사는 따로 두지 않았습니다. 여기 계신 분들이, 이미 두 사람을 잘 아시니까요.
26_narr-close	우성	이것으로 본식을 마칩니다. 오늘을 함께 남기겠습니다. 모두 앞으로 나와 주세요. 두 사람 곁에 서시면 됩니다.	이것으로 본식을 마칩니다. 오늘 함께해 주신 분들 모두가, 두 사람의 사진에 오래 남으셨으면 좋겠습니다. 앞으로 나와, 두 사람 곁에 서 주세요.
60_narr-photo-split	우성	나눠서 담겠습니다. 가족사진은 작가님이 순서대로 불러 드립니다.	이번에는 나눠서 담겠습니다. 가족사진은 작가님이 순서대로 불러 드립니다. 다른 분들은 자리에서 잠깐 쉬고 계세요.
61_narr-round-open	우성	두 사람이 여러분 곁으로 찾아뵙겠습니다. 앉으신 채로 편히 맞아 주시면 됩니다. 사진이 필요하시면 작가님을 부르셔도 좋습니다.	자리로 돌아가시는 대로, 두 사람이 여러분 곁으로 찾아뵙겠습니다. 한 분 한 분과 눈을 맞추며 인사드리고 싶어서요. 앉으신 채로 편히 맞아 주시면 됩니다. 사진이 필요하시면 작가님을 부르셔도 좋습니다.
62_narr-online-in	우성	멀리서 함께해 주신 분들께, 두 사람이 인사를 드리겠습니다. 두 분, 카메라 쪽으로 몸을 돌려 주세요.	멀리서 보고 계신 분들께도, 두 사람이 인사를 드리겠습니다. 두 분, 카메라 쪽으로 몸을 돌려 주세요.
63_narr-final-warn	우성	마지막으로 다 함께 한 장을 남기겠습니다.	마지막으로, 앞쪽에서 다 함께 한 장을 남기겠습니다.
65_narr-photo-out	우성	오늘 여기 계셨던 것이, 이 한 장에 그대로 남았습니다.	함께해 주신 모습이, 이 한 장에 그대로 남았습니다.
45_end-1a-farewell	진희	오늘의 예식은 여기까지입니다. 편히 움직이셔도 좋습니다. 두고 가시는 물건이 없는지만 한 번 살펴 주십시오.	오늘의 예식은 여기까지입니다. 자리를 옮기시기 전에, 두고 가시는 물건이 없는지 한 번만 살펴봐 주시겠어요?
84_narr-photo-ask	진희	오늘 찍으신 사진은 나중에 두 사람에게 보내 주실 수 있습니다. 같은 순간도, 앉으신 자리마다 다르게 보입니다.	사진을 찍으시면, 나중에 두 사람에게 보내 주실 수 있습니다. 같은 장면도, 앉으신 곳마다 다르게 담깁니다.
85_narr-photo-send	진희	사진은 받으신 안내 페이지에 올려 주시면, 두 사람에게 바로 전해집니다.	사진은, 받으신 안내 페이지에서 신랑 신부에게 바로 보내실 수 있습니다.
47_end-2-goodbye	진희	끝까지 두 사람의 곁을 지켜 주셔서 감사합니다. 여러분 덕분에, 부부로서의 첫날이 따뜻하게 시작되었습니다. 돌아가시는 길, 부디 편안하시기 바랍니다.	끝까지 두 사람의 곁을 지켜 주셔서 감사합니다. 여러분 덕분에, 부부로서의 첫날이 따뜻하게 시작되었습니다. 남은 하루도, 부디 편안하시기 바랍니다.
11_narr-welcome-in	우성	두 사람이 하객 여러분께 첫인사를 직접 드리겠습니다.	신랑 신부가 하객 여러분께, 첫인사를 직접 드리겠습니다.
06_welcome-groom	이겸	안녕하세요, 신랑 이서준입니다. 오늘 이 자리에 오시느라 각자의 하루를 비우셨을 겁니다. 그 소중한 시간이 아깝지 않게, 저희가 잘 만들어 가겠습니다.	안녕하십니까, 신랑 이서준입니다. 바쁘신 중에도 귀한 시간을 내 주셔서, 진심으로 감사드립니다. 오늘 하루가 아깝지 않도록, 정성을 다하겠습니다.
07_welcome-bride	서진	신부 정하윤입니다. 오신 분들은 저희가 다 아는 분들입니다. 먼저 이렇게 인사드리고, 이따 한 분씩 찾아뵙겠습니다.	신부 정하윤입니다. 와 계신 한 분 한 분 얼굴을 보니, 참 든든합니다. 저희의 시작을, 함께 기억해 주세요.
48_online-3-welcome	진희	화면으로 보고 계신 분들, 반갑습니다. 이 하루를, 두 사람은 여러분과도 나누고 싶었습니다. 같은 시간에 계신 것만으로 충분합니다.	화면으로 보고 계신 분들, 반갑습니다. 이 하루를, 신랑 신부는 여러분과도 나누고 싶었습니다. 같은 시간에 계신 것만으로 충분합니다.
58_narr-free-in	우성	이어서 두 사람이 따로 준비한 순서가 있습니다. 함께 봐 주시기 바랍니다.	이어서 두 사람이 마련한 순서가 있습니다. 편하게 봐 주세요.
59_narr-free-out	우성	함께 봐 주셔서 고맙습니다.	함께 봐 주셔서 고맙습니다. 준비한 정성에도, 박수 한 번 부탁드립니다.
70_fx-clink	우성	옆에 계신 분과 잔을 부딪혀 주세요.	옆에 계신 분과 잔을 부딪쳐 주세요.
71_fx-wave	우성	두 분, 하객분들께 손을 흔들어 주세요.	두 분, 하객 여러분께 손을 흔들어 주세요.
19_entry-B	신랑·신부	저희 두 사람이 함께 걸어갈 길이 오늘 여기서 열립니다. 그 첫걸음을 지금 내딛겠습니다.	저희 두 사람이 함께 걸어갈 길이 오늘 여기서 열립니다. 힘찬 박수 부탁드립니다.
21_entry-D	신랑·신부	저희 두 사람은 오랜 계절을 지나 서로에게 닿았습니다. 오늘 이 문이 열리면 저희의 새로운 날이 시작됩니다. 그 처음을 함께 맞아 주세요.	봄이 몇 번, 겨울이 몇 번 지나서야, 저희에게 이 하루가 왔습니다. 그 시간을 아시는 여러분, 박수로 맞아 주세요.
22_entry-E	신랑·신부	저희를 여기까지 키워 주신 분들 앞에 섭니다. 그 앞에서 평생의 약속을 향해 첫걸음을 내딛습니다. 지금 시작하겠습니다.	오늘은, 저희를 아껴 주신 분들 앞에 서는 날입니다. 평생의 약속을 향한 첫걸음에, 따뜻한 박수를 부탁드립니다.
01_guest-1-arrival	진희	두 사람의 결혼식을 찾아 주셔서 감사드립니다. 앉으실 자리는 두 사람이 한 분 한 분을 떠올리며 마련했습니다. 미리 받으신 안내 페이지에서 확인하실 수 있고, 찾기 어려우시면 입구에서 도와드리겠습니다. 기다리시는 동안, 편안히 머물러 주십시오.	두 사람의 결혼식을 찾아 주셔서 감사드립니다. 앉으실 자리는, 신랑 신부가 한 분 한 분을 떠올리며 마련했습니다. 미리 받으신 안내 페이지에서 확인하실 수 있고, 자리가 헷갈리시면 입구에서 도와드리겠습니다. 기다리시는 동안, 편안히 머물러 주십시오.
02_guest-2-10min	진희	오늘의 예식이 약 십 분 뒤 시작됩니다. 한쪽에 간단한 다과와 음료를 준비해 두었습니다. 자리에 앉아 주시면 됩니다.	오늘의 예식이 십 분 뒤 시작됩니다. 한쪽에 간단한 다과와 음료를 준비해 두었습니다. 자리에 앉아 주시면 됩니다.
03_guest-3-5min	진희	예식 시작 오 분 전입니다. 반가운 인사는 잠시 미루시고, 이제 자리에 앉아 주십시오.	예식 시작 오 분 전이에요. 두 사람이 들어올 때 모두 자리에 계시면, 그 순간이 훨씬 또렷하게 보입니다. 이제 자리를 잡아 주세요.
04_guest-4-1min	진희	곧 예식이 시작됩니다. 오늘 예식은 미리 준비한 안내 음성으로 진행합니다. 순서도, 이 목소리도, 두 사람이 정했습니다. 휴대폰 소리는 잠시 꺼 주시기 바랍니다. 사진은 편히 남기셔도 좋습니다. 이제, 두 사람을 기다리겠습니다.	곧 문이 열리고, 예식이 시작됩니다. 오늘 예식은 미리 준비한 안내 음성으로 진행되고, 순서도 목소리도 신랑 신부가 정했어요. 휴대폰은 잠시 진동 모드로 부탁드립니다. 사진은 마음껏 남겨 주셔도 좋습니다. 이제, 두 사람을 기다려요.
01_guest-1	이겸	저희 두 사람의 결혼식에 와 주셔서 감사합니다. 앉으실 자리는 저희가 한 분 한 분 떠올리며 정했어요. 미리 받으신 안내 페이지에서 확인하실 수 있어요. 자리 찾기가 어려우시면, 입구에서 도와드려요.	저희 두 사람의 결혼식에 와 주셔서 감사합니다. 앉으실 자리는, 저희가 한 분 한 분 떠올리며 정했어요. 미리 받으신 안내 페이지에서 확인하실 수 있어요. 자리 찾기가 어려우시면, 입구에 도와드릴 분이 계세요.
02_guest-2	서진	저희 예식이 약 십 분 뒤 시작됩니다. 한쪽에 간단한 다과와 음료를 준비해 두었어요. 자리에 앉아 주시면 됩니다.	저희 예식이 십 분 뒤 시작됩니다. 자리에 앉아 주시면 됩니다.
03_guest-3	이겸	저희 예식까지 오 분 남았어요. 이제 자리에 앉아 주시면 감사하겠습니다.	저희 예식까지 오 분 남았어요. 이제 자리를 잡아 주시면 감사하겠습니다.
04_guest-4	서진	곧 저희 예식이 시작됩니다. 오늘 예식은 미리 준비한 안내 음성으로 진행돼요. 순서도, 이 목소리도, 저희가 정했어요. 휴대폰 소리는 잠시 꺼 주시면 됩니다. 사진은 편히 남기셔도 좋아요. 조금 뒤에 뵐게요.	곧 저희 예식이 시작됩니다. 오늘 예식은 미리 준비한 안내 음성으로 진행되며, 순서도 목소리도 저희가 정했습니다. 휴대폰은 잠시 진동 모드로 부탁드립니다. 사진은 편히 남기셔도 좋습니다. 조금 뒤에 뵙겠습니다.
10_letter-parent	서진	엄마, 아빠. 스물아홉 해를 두 분과 한집에서 살았어요. 그중에 고맙다고 소리 내어 말한 날은 몇 번 안 돼요. 말 안 해도 아는 사이라고 제가 혼자 정해 놨더라고요. 집 나오던 날 아침에 엄마가 제 가방을 한 번 더 열어 보셨죠. 뭘 넣으시려던 건지 저는 물어보지도 않고 나왔어요. 아빠는 현관까지만 나오시고 거기 서 계셨고요. 두 분은 제가 뒤를 안 돌아봐도 되게 하셨어요. 저는 그 덕에 겁 없이 살았어요. 오늘도 저는 뒤를 안 돌아볼 거예요. 그게 두 분한테 배운 방식이에요. 앞으로는 제가 자주 갈게요. 반찬은 안 싸 주셔도 돼요, 저는 얼굴 보러 가는 거예요.	엄마, 아빠. 스물아홉 해를 두 분과 한집에서 살았어요. 그중에 고맙다고 소리 내어 말한 날은 몇 번 안 돼요. 말 안 해도 아는 사이라고, 제가 혼자 정해 놨더라고요. 집 나오던 날 아침에, 엄마가 제 가방을 한 번 더 열어 보셨죠. 뭘 넣으시려던 건지, 저는 물어보지도 않고 나왔어요. 아빠는 현관까지만 나오시고 거기 서 계셨고요. 그 두 모습이 등 뒤에 있어서, 저는 뒤를 안 돌아보고 걸을 수 있었어요. 오늘도 그렇게 걸어갈게요. 앞으로는 제가 자주 갈게요, 두 분 얼굴 보러요.
11_letter-each	이겸	너는 괜찮다는 말을 두 번 해. 한 번 말하면 진짜 괜찮은 거고, 두 번 말하면 아닌 거더라. 작년에 감기 걸렸을 때도 두 번 말했잖아. 내가 죽을 사 들고 갔더니 너는 벌써 다 나은 척을 하고 있었어. 그 척은 나 편하라고 하는 거지. 나는 너랑 정반대야. 안 괜찮으면 안 괜찮다고 티를 다 내는 사람이야. 그런데 너는 내가 티를 낼 때마다 하던 걸 멈추고 끝까지 들었어. 별거 아닌 것 같지만 해 보면 별거야. 나는 그걸 너한테 배워서 요즘 덜 급해. 말이 느려지고, 목소리도 좀 낮아졌대. 아직 너처럼 두 번 말하는 사람은 못 돼. 그래도 네가 두 번 말할 때 알아듣는 사람은 될 수 있을 것 같아. 연습할게. 앞으로는 나한테만 한 번만 말해 줘, 알았지?	너는 괜찮다는 말을 두 번 해. 한 번 말하면 진짜 괜찮은 거고, 두 번 말하면 아닌 거더라. 지난겨울에 감기 걸렸을 때도 두 번 말했잖아. 내가 죽을 사 들고 갔더니, 너는 벌써 다 나은 척을 하고 있었어. 그 척은 나 편하라고 하는 거지. 나는 너랑 정반대야. 안 괜찮으면 바로 티가 나. 그런데 너는 내가 티를 낼 때마다, 하던 걸 멈추고 끝까지 들었어. 별거 아닌 것 같지만, 해 보면 쉽지 않아. 나는 그걸 너한테 배워서 요즘 덜 급해. 말이 느려지고, 목소리도 좀 낮아졌대. 아직 너처럼 끝까지 들어 주지는 못해. 대신 네가 두 번 말할 때, 가장 먼저 알아듣는 사람이 될게. 그리고 네가 한 번만 말해도 되는 사람이 될게.
12_bless-father	권일	사실 나는 이 결혼을 선뜻 반기지 못했다. 서준이가 스물아홉에 하윤이를 데려왔을 때다. 둘 다 아직 자리를 못 잡았는데 뭐가 그리 급하냐고 했지. 그때 서준이가 뭐라고 했는지 아나? 급한 게 아니라 확실한 거라고 하더라고. 나는 그 말을 믿지 않았다. 확실한 건 살아 봐야 아는 거라고, 내가 그랬지. 그러고 이 년이 지났다. 둘이 싸운 날도 있었을 텐데 나는 한 번도 못 봤다. 못 본 게 아니라 안 보이게 한 거겠지. 그건 어린 사람들이 하기 어려운 일이야. 내가 틀렸다고 말하기는 아직도 쑥스럽다만. 서준아, 아버지가 그때 한 말은 잊어라. 잘못 본 사람 말은 안 들어도 된다. 아버지가 부탁하는 건 하나다, 싸운 날 밤에 등 돌리고 자지는 마라.	이 년 전 어느 저녁, 서준이가 하윤이를 데리고 왔습니다. 스물일곱, 둘 다 아직 자리도 못 잡았을 때였지요. 저는 대뜸 뭐가 그리 급하냐고 했습니다. 그때 서준이가 뭐라고 했는지 아십니까? 급한 게 아니라, 확실한 거라고 하더군요. 사실은 믿고 싶었는데, 아버지라서 쉽게 믿어 주지 못했습니다. 살아 봐야 안다고, 괜히 어른 티를 냈지요. 그렇게 이 년이 지났습니다. 그동안, 둘이 다투는 모습을 저는 한 번도 못 봤습니다. 다툰 날이 없었을 리 없지요. 서로를 감싸느라, 부모 앞에서는 늘 웃었던 겁니다. 이제는 말할 수 있습니다. 제가 틀렸고, 두 사람이 옳았습니다. 서준아, 하윤아, 그때 내가 한 말은 잊고, 오늘의 약속만 오래 기억해라. 너희는 처음부터 확실했다. 그리고 부탁이 하나 있어. 싸워도 좋다, 대신 등 돌리고 자지만 마라. 아버지도 아직 연습 중이거든.
13_bless-mother	주하	제가 오늘 안 울겠다고 하윤이랑 내기를 했습니다. 지금까지는 이기고 있습니다. 우리 딸은 어릴 때부터 저를 안 닮았어요. 저는 하고 싶은 말이 있으면 그 자리에서 다 해야 하는 사람입니다. 하윤이는 사흘쯤 두었다가 짧게 한마디 합니다. 서른 해 가까이 같이 살았어도 그 사흘은 저한테 늘 길었습니다. 서준이를 처음 데려온 날 이야기를 하겠습니다. 밥을 다 먹도록 아무 얘기가 없길래 제가 먼저 물었어요. 그랬더니 하윤이가 아니라 서준이가 대답을 하더군요. 하윤 씨가 말할 때까지 기다리는 중이었답니다. 저도 모르게 젓가락을 멈췄습니다. 사흘을 길다고 여기지 않는 사람이 여기 있구나 했지요. 서준아, 오늘 이 얘기를 굳이 꺼내는 이유가 있다. 네가 하는 그건 아무나 하는 게 아니야. 우리 딸이 복이 많다. 아, 내기는 여기까지인 것 같다. 나머지 얘기는 이따 저기서 하자.	제가 오늘 안 울겠다고, 하윤이랑 내기를 했습니다. 지금까지는 이기고 있습니다. 우리 딸은 어릴 때부터 저를 안 닮았어요. 저는 하고 싶은 말이 있으면, 그 자리에서 다 해야 하는 사람입니다. 하윤이는 사흘쯤 두었다가, 짧게 한마디 합니다. 서른 해 가까이 같이 살았어도, 그 사흘은 저한테 늘 길었습니다. 서준이를 처음 데려온 날 이야기를 하겠습니다. 밥을 먹는 내내 아무 얘기가 없길래, 제가 먼저 물었어요. 그랬더니 하윤이 대신, 서준이가 대답을 하는 거예요. 하윤 씨가 말할 때까지 기다리는 중이었답니다. 저도 모르게 젓가락을 멈췄습니다. 사흘을 길다고 생각하지 않는 사람이 여기 있구나, 했지요. 서준아, 오늘 이 얘기를 굳이 꺼내는 이유가 있다. 기다려 주는 거, 아무나 하는 게 아니야. 우리 딸이 복이 많다. 하윤아, 내기는 엄마가 진 걸로 할게. 나머지 얘기는 이따 엄마랑 하자.
