# 코워크 열다섯째 판 §2 「갈 문면」 — 클립 단위 통째 교체
# 손으로 적은 것이 아니라 전달문 표에서 뽑았다. 열: 번호_슬러그 · 층 · 지금문면 · 갈문면
# ★33_declare-ask-a 는 뺐다 — 2026-09-20 [ASK_RETIRED] 로 폐지한 클립이다.
# ★12_narr-welcome-out 도 뺐다 — 표의 「갈 문면」이 «✂️ 폐지(큐째로)»라 문장이 아니다.
#   그대로 쓰면 그 글자가 소스에 박힌다. 그리고 12 는 이미 2026-09-20 [WELCOME_OUT_DROP] 으로 폐지됐다.
52_narr-entry-out	narration	같은 자리에 두 사람이 있습니다. 잠시, 서로를 바라봐 주세요.	두 사람이 나란히 있습니다. 잠시, 서로를 바라봐 주세요.
81_narr-entry-out-D	narration	짧은 몇 걸음이었습니다. 잠시, 서로를 바라봐 주세요.	오래 걸어온 길의, 마지막 몇 걸음이었습니다. 잠시, 서로를 바라봐 주세요.
82_narr-entry-out-E	narration	오늘 두 사람은 혼자가 아닙니다. 잠시, 서로를 바라봐 주세요.	두 사람 곁에는, 늘 누군가 있었습니다. 잠시, 서로를 바라봐 주세요.
18_entry-A	cast	지금까지 저희 두 사람은, 각자의 길을 걸어왔습니다. 오늘, 그 두 길이 하나가 되어 이 자리에서 만납니다. 이제, 저희의 첫걸음을 함께 맞아 주세요.	저희 두 사람은 오늘까지 각자의 길을 걸어왔습니다. 이제 그 두 길을, 여기서 하나로 잇습니다. 저희의 첫걸음을 함께 맞아 주세요.
20_entry-C	cast	저희 이 순간을 두 사람이 오래 기다렸습니다. 서로의 손을 잡고, 평생 함께 걸을 첫걸음을 내딛습니다. 이제, 그 문을 엽니다.	이 순간을 저희가 오래 기다렸습니다. 서로의 손을 잡고, 평생 함께 걸을 첫걸음을 내딛습니다. 이제, 그 문을 엽니다.
23_entry-F	cast	지금부터, 저희 두 사람의 이야기가 시작됩니다. 오랜 시간 각자 써 내려온 두 이야기가, 오늘 한 권으로 묶입니다. 그 첫 장, 지금 함께 열어 주세요.	오랜 시간 각자 써 내려온 저희 두 사람의 이야기가, 오늘 한 권으로 묶입니다. 그 첫 장을 함께 열어 주세요.
11_narr-welcome-in	narration	첫마디는 두 사람 몫입니다.	두 사람이 하객 여러분께 첫인사를 직접 드리겠습니다.
13_narr-vow-in	narration	두 사람이 서로에게 할 약속이 있습니다. 두 분, 서로를 향해 한 걸음만 가까이 서시면 됩니다. 오래 다듬어 온 말입니다. 신랑님 첫 줄부터 시작하십니다.	두 사람이 서로에게 할 약속이 있습니다. 두 분, 서로를 향해 한 걸음만 가까이 서시면 됩니다. 오래 다듬어 온 말입니다. 신랑님부터 시작하시겠습니다.
09_vow-bride	cast	서준아. 사랑한다는 말은 앞으로도 많이 할 테니, 오늘은 지킬 수 있는 것만 약속할게. 나는 너한테 할 말은 다 하는 사람이야. 작년에 내가 너한테 삼십 분을 따진 날이 있었어. 너는 다 듣고 나서 밥 먹었냐고 물었어. 그때 좀 졌다고 생각했어. 너한테는 삼십 분을 따지면서, 정작 내가 힘들다는 말은 한 번도 안 했더라. 앞으로도 나는 따질 거야. 그건 못 고쳐. 대신 다 따지고 나서 내가 먼저 밥 먹었냐고 물을게. 네가 잘못한 날에도 남들보다 내가 먼저 네 편이 될게. 너는 나에게 먼저 말해. 나도 해 볼게.	서준아. 사랑한다는 말은 앞으로도 많이 할 테니, 오늘은 지킬 수 있는 것만 약속할게. 나는 너한테 할 말은 다 하는 사람이야. 작년에 내가 너한테 삼십 분을 따진 날이 있었어. 너는 다 듣고 나서 밥 먹었냐고 물었어. 그때 좀 졌다고 생각했어. 너한테는 삼십 분을 따지면서, 정작 내가 힘들다는 말은 한 번도 안 했더라. 앞으로도 나는 따질 거야. 그건 못 고쳐. 대신 다 따지고 나서 내가 먼저 밥 먹었냐고 물을게. 네가 잘못한 날에도 남들보다 내가 먼저 네 편이 될게. 힘든 날엔 나한테 먼저 말해 줘. 나도 그렇게 해 볼게.
26_vow-both	cast	오늘 한 약속, 잊지 않고 살겠습니다. 가까이서 오래 지켜봐 주세요.	오늘 한 약속, 잊지 않고 살겠습니다. 가까이서 오래 응원해 주세요.
15_narr-ring-in	narration	반지는 날마다 눈에 띕니다. 서로의 손에 반지를 끼워 주시면 됩니다. 말없이 지나가는 순서이니, 그대로 보고 계셔도 좋습니다.	반지는 날마다 이 순간을 떠올리게 합니다. 서로의 손에 반지를 끼워 주시면 됩니다. 말없이 지나가는 순서이니, 그대로 보고 계셔도 좋습니다.
23_narr-bless-mid	narration	이제 두 사람을 가장 오래 지켜봐 오신 부모님께 한 말씀 청하겠습니다. 마이크가 가면, 서두르지 마시고 시작하십시오.	이제 두 사람을 가장 오래 지켜봐 오신 부모님께 한 말씀 청하겠습니다. 마이크를 받으시면 편히 말씀해 주십시오.
13_bless-mother	cast	제가 오늘 안 울겠다고 하윤이랑 내기를 했습니다. 지금까지는 이기고 있습니다. 우리 딸은 어릴 때부터 저를 안 닮았어요. 저는 하고 싶은 말이 있으면 그 자리에서 다 해야 하는 사람입니다. 하윤이는 사흘쯤 두었다가 짧게 한마디 합니다. 서른 해를 같이 살았어도 그 사흘은 저한테 늘 길었습니다. 서준이를 처음 데려온 날 이야기를 하겠습니다. 밥을 다 먹도록 아무 얘기가 없길래 제가 먼저 물었어요. 그랬더니 하윤이가 아니라 서준이가 대답을 하더군요. 하윤 씨가 말할 때까지 기다리는 중이었답니다. 저도 모르게 젓가락을 멈췄습니다. 사흘을 길다고 여기지 않는 사람이 여기 있구나 했지요. 서준아, 오늘 이 얘기를 굳이 꺼내는 이유가 있다. 네가 하는 그건 아무나 하는 게 아니야. 우리 딸이 복이 많다. 아, 내기는 여기까지인 것 같다. 나머지 얘기는 이따 저기서 하자.	제가 오늘 안 울겠다고 하윤이랑 내기를 했습니다. 지금까지는 이기고 있습니다. 우리 딸은 어릴 때부터 저를 안 닮았어요. 저는 하고 싶은 말이 있으면 그 자리에서 다 해야 하는 사람입니다. 하윤이는 사흘쯤 두었다가 짧게 한마디 합니다. 서른 해 가까이 같이 살았어도 그 사흘은 저한테 늘 길었습니다. 서준이를 처음 데려온 날 이야기를 하겠습니다. 밥을 다 먹도록 아무 얘기가 없길래 제가 먼저 물었어요. 그랬더니 하윤이가 아니라 서준이가 대답을 하더군요. 하윤 씨가 말할 때까지 기다리는 중이었답니다. 저도 모르게 젓가락을 멈췄습니다. 사흘을 길다고 여기지 않는 사람이 여기 있구나 했지요. 서준아, 오늘 이 얘기를 굳이 꺼내는 이유가 있다. 네가 하는 그건 아무나 하는 게 아니야. 우리 딸이 복이 많다. 아, 내기는 여기까지인 것 같다. 나머지 얘기는 이따 저기서 하자.
24_narr-bless-end	narration	방금 그 말씀을, 오늘 이 자리에 계신 분들만 들으셨습니다.	방금 그 말씀으로, 오늘이 두 사람에게 더 특별한 날이 되었습니다. 부모님께 감사의 박수를 부탁드립니다.
25_narr-bless-end-long	narration	하고 싶은 말씀을 다 하신 분은 아마 안 계실 겁니다. 못 하신 말씀은 두 사람이 살면서 듣게 됩니다.	하고 싶은 말씀을 다 하신 분은 아마 안 계실 겁니다. 못 하신 말씀은 두 사람이 살면서 듣겠습니다.
27_letter-parent	narration	두 사람이 부모님께 읽어 드릴 편지를 써 왔습니다. 두 분, 직접 그 편지를 읽어 주시면 됩니다.	쑥스러워 말로는 다 못 한 이야기를, 두 사람이 부모님께 편지로 써 왔습니다. 두 분, 직접 읽어 드리시면 됩니다.
28_letter-each	narration	서로에게 쓴 편지를 읽겠습니다. 두 분, 마주 보고 읽어 주시면 됩니다.	두 사람이 서로에게 쓴 편지입니다. 매일 보는 사이라, 오히려 못 한 말이 담겼습니다. 두 분, 마주 보고 읽어 주시면 됩니다.
11_letter-each	cast	너는 「괜찮아」를 두 번 말해. 한 번 말하면 진짜 괜찮은 거고, 두 번 말하면 아닌 거더라. 작년에 감기 걸렸을 때도 두 번 말했잖아. 내가 죽을 사 들고 갔더니 너는 벌써 다 나은 척을 하고 있었어. 그 척은 나 편하라고 하는 거지. 나는 너랑 정반대야. 안 괜찮으면 안 괜찮다고 티를 다 내는 사람이야. 그런데 너는 내가 티를 낼 때마다 하던 걸 멈추고 끝까지 들었어. 별거 아닌 것 같지만 해 보면 별거야. 나는 그걸 너한테 배워서 요즘 덜 급해. 말이 느려지고, 목소리도 좀 낮아졌대. 아직 너처럼 두 번 말하는 사람은 못 돼. 그래도 네가 두 번 말할 때 알아듣는 사람은 될 수 있을 것 같아. 연습할게. 앞으로는 나한테만 한 번만 말해 줘, 알았지?	너는 괜찮다는 말을 두 번 해. 한 번 말하면 진짜 괜찮은 거고, 두 번 말하면 아닌 거더라. 작년에 감기 걸렸을 때도 두 번 말했잖아. 내가 죽을 사 들고 갔더니 너는 벌써 다 나은 척을 하고 있었어. 그 척은 나 편하라고 하는 거지. 나는 너랑 정반대야. 안 괜찮으면 안 괜찮다고 티를 다 내는 사람이야. 그런데 너는 내가 티를 낼 때마다 하던 걸 멈추고 끝까지 들었어. 별거 아닌 것 같지만 해 보면 별거야. 나는 그걸 너한테 배워서 요즘 덜 급해. 말이 느려지고, 목소리도 좀 낮아졌대. 아직 너처럼 두 번 말하는 사람은 못 돼. 그래도 네가 두 번 말할 때 알아듣는 사람은 될 수 있을 것 같아. 연습할게. 앞으로는 나한테만 한 번만 말해 줘, 알았지?
20_narr-letter-end	narration	그 편지는 받으신 분이 간직하십니다.	그 편지는 받으신 분이 간직하십니다. 낭독을 마친 두 사람에게, 따뜻한 박수를 보내 주시기 바랍니다.
38_tribute-in	narration	두 사람을 키워 주신 분들이 앞에 계십니다. 천천히 걸음을 옮겨 주십시오. 인사를 드리는 동안, 하객 여러분께서는 자리에 계셔 주시기 바랍니다.	두 사람을 키워 주신 분들이 앞에 계십니다. 두 분, 천천히 걸음을 옮겨 주십시오. 인사를 올리는 동안, 하객 여러분께서도 조용히 함께해 주시기 바랍니다.
14_tribute	cast	어머니는 제가 스무 살이 되던 해부터 제 방 문을 그냥 열지 않으셨습니다. 꼭 두 번 두드리고 기다리셨고요. 저는 그게 예의라고만 생각했습니다. 아들이 어른이 되는 걸 그렇게 인정하신 거라는 걸 이제 압니다. 아버지는 제가 뭘 하겠다고 할 때마다 이유를 세 개씩 물으셨습니다. 그때마다 저는 잔소리로 들었지요. 세 개를 다 대지 못하면 아직 아니라는 뜻이었습니다. 오늘은 세 개를 다 댈 수 있습니다. 하윤이랑 살고 싶고, 하윤이랑 늙고 싶고, 하윤이 옆이 제일 편합니다. 아버지, 이제 물어보셔도 됩니다. 어머니, 오늘은 두드리지 않으셔도 됩니다. 그냥 들어오세요.	어머니는 제가 스무 살이 되던 해부터 제 방 문을 그냥 열지 않으셨습니다. 꼭 두 번 두드리고 기다리셨고요. 저는 그게 예의라고만 생각했습니다. 그게 아들을 어른으로 인정하신 방식이었다는 걸 이제 압니다. 아버지는 제가 뭘 하겠다고 할 때마다 이유를 세 개씩 물으셨습니다. 그때마다 저는 잔소리로 들었지요. 세 개를 다 대지 못하면 아직 아니라는 뜻이었습니다. 오늘은 세 개를 다 댈 수 있습니다. 하윤이랑 살고 싶고, 하윤이랑 늙고 싶고, 하윤이 옆이 제일 편합니다. 아버지, 이제 물어보셔도 됩니다. 어머니, 오늘은 두드리지 않으셔도 됩니다. 그냥 들어오세요.
27_tribute-reply	cast	서준아. 엄마는 네 아버지가 저렇게 우는 건 오늘 처음 본다. 아까부터 안경을 벗었다 썼다 저러고 계신다. 문은 오늘부터 네가 두드려라, 엄마가 갈 테니까.	서준아. 엄마는 네 아버지가 저렇게 우는 건 오늘 처음 본다. 아까부터 안경을 벗었다 썼다 저러고 계신다. 이제는 네가 우리 집 문을 두드려라. 엄마가 열어 줄게.
30_declare-1-solemn	narration	오늘 두 사람은, 이 자리에 계신 모든 분을 증인으로 서로의 평생이 되었습니다. 이제 두 사람은 부부입니다. 두 사람에게 큰 박수를 부탁드립니다.	오늘 두 사람은, 이 자리에 계신 모든 분을 증인으로 서로의 평생이 되었습니다. 이제 두 사람은 부부입니다. 두 사람의 앞날을 큰 박수로 축복해 주시기 바랍니다.
40_toast-toast	narration	축배를 들겠습니다. 앞에 놓인 잔을 들어 주십시오. 제 말 끝에 위하여, 하면 다 함께 위하여, 하고 답해 주시면 됩니다. 두 사람의 새로운 시작을 위하여!	모두의 축하를 담아, 축배를 들겠습니다. 앞에 놓인 잔을 들어 주십시오. 제 말 끝에 위하여, 하면 다 함께 위하여, 하고 답해 주시면 됩니다. 두 사람의 새로운 시작을 위하여!
17_narr-valley-wine	narration	지금, 두 사람이 각자의 잔을 하나로 모읍니다. 서로 다른 길을 걸어온 두 사람이, 오늘 같은 잔을 함께 채웁니다.	지금, 두 사람이 각자의 잔을 하나로 모읍니다. 두 가지 맛이, 한 잔에서 어우러집니다.
18_narr-valley-cake	narration	오늘의 첫 순간을 함께 나눕니다. 두 사람이 마주 서서, 같은 곳을 향해 첫 조각을 자릅니다.	오늘의 첫 순간을 함께 나눕니다. 같은 곳을 향해, 두 사람이 첫 조각을 자릅니다.
19_narr-song	narration	이제, 두 사람을 위해 준비된 노래가 있습니다. 잠시, 음악에 마음을 맡겨 주시기 바랍니다.	두 사람을 위해 준비한 노래가 있습니다. 잠시, 음악에 귀를 기울여 주시기 바랍니다.
55_narr-song-out	narration	노래에 담긴 마음까지, 오늘 이 자리에 남았습니다. 따뜻한 박수 부탁드립니다.	노래로 전한 축하였습니다. 따뜻한 박수 부탁드립니다.
36_ringwarm-family	narration	이제, 두 사람의 반지가 양가 가족의 손을 차례로 지나갑니다. 잠시 손에 쥐고, 마음속 축복을 담아 옆으로 전해 주시기 바랍니다. 오래 쥐지 마시고, 다음 분께 바로 전해 주시면 감사하겠습니다. 모두의 마음이 담긴 반지가, 다시 두 사람에게 돌아옵니다.	이제, 두 사람의 반지가 양가 가족의 손을 차례로 지나갑니다. 반지를 받으시면, 조용히 축복을 빌어 주십시오. 오래 쥐지 마시고, 다음 분께 바로 전해 주시면 감사하겠습니다. 가족 모두의 손을 거친 반지가, 다시 두 사람에게 돌아옵니다.
37_ringwarm-all	narration	이제, 두 사람의 반지가 이 자리의 모든 손을 차례로 지나갑니다. 잠시 손에 쥐고, 마음속 축복을 담아 옆으로 전해 주시기 바랍니다. 오래 쥐지 마시고, 다음 분께 바로 전해 주시면 감사하겠습니다. 이 자리의 모든 마음이 담긴 반지가, 다시 두 사람에게 돌아옵니다.	이제, 두 사람의 반지가 이 자리의 모든 손을 차례로 지나갑니다. 반지를 받으시면, 조용히 축복을 빌어 주십시오. 오래 쥐지 마시고, 다음 분께 바로 전해 주시면 감사하겠습니다. 한 분 한 분의 손을 거친 반지가, 다시 두 사람에게 돌아옵니다.
26_narr-close	narration	오늘 두 사람이 한 말은 여기까지입니다. 다 같이 남기는 순서입니다. 모두 앞으로 나와 주세요. 두 사람 곁에 서시면 됩니다.	이것으로 본식을 마칩니다. 오늘을 함께 남기겠습니다. 모두 앞으로 나와 주세요. 두 사람 곁에 서시면 됩니다.
86_narr-round-mid	narration	두 분이 절반쯤 인사를 나누셨습니다. 아직 들르지 못한 자리도 차례로 찾아뵙겠습니다. 잠깐 자리를 비우셔야 하면, 다녀오신 뒤에 다시 찾아뵙겠습니다.	두 분이 절반쯤 인사를 나누셨습니다. 아직 들르지 못한 자리도 차례로 찾아뵙겠습니다. 잠깐 자리를 비우셔도, 다녀오신 뒤에 인사드리겠습니다.
47_end-2-goodbye	narration	끝까지 자리를 지켜 주신 여러분께 감사드립니다. 여러분이 계셔서 두 사람의 처음이 외롭지 않았습니다. 돌아가시는 길 편안하시기 바랍니다.	끝까지 두 사람의 곁을 지켜 주셔서 감사합니다. 여러분 덕분에, 부부로서의 첫날이 따뜻하게 시작되었습니다. 돌아가시는 길, 부디 편안하시기 바랍니다.
49_bridge-4-wait-emotion	narration	잠시 이대로 두겠습니다. 오늘은 서두를 일이 없습니다.	잠시 이대로 두겠습니다. 이 시간도, 예식의 한 부분입니다.
50_bridge-5-wait-setup	narration	준비가 조금 남아 잠시 쉬어 가겠습니다. 금방 이어집니다.	다음 순서를 준비하겠습니다. 잠시만 기다려 주시기 바랍니다.
